S no.,name,repo url,default branch,codacy integration,custom properties
374,marketing-point-push,https://github.com/octanner/marketing-point-push,master,no,SOC
375,material-translations-api,https://github.com/octanner/material-translations-api,master,no,SOC
376,mdw-mftadmin-mft,https://github.com/octanner/mdw-mftadmin-mft,master,no,SOC
377,mdw-mftadmin-mft_v1,https://github.com/octanner/mdw-mftadmin-mft_v1,master,no,SOC
378,mdw-pi-scripts,https://github.com/octanner/mdw-pi-scripts,master,no,SOC
379,media-api,https://github.com/octanner/media-api,master,no,SOC
380,media-library,https://github.com/octanner/media-library,main,no,SOC
381,media-versioning-system,https://github.com/octanner/media-versioning-system,main,no,SOC
382,memcachier,https://github.com/octanner/memcachier,master,yes,SOC
383,message-automate-scheduler,https://github.com/octanner/message-automate-scheduler,master,no,SOC
384,message-hub,https://github.com/octanner/message-hub,master,yes,SOC
385,message-manager,https://github.com/octanner/message-manager,master,no,SOC
386,mfg-data-service,https://github.com/octanner/mfg-data-service,master,no,SOC
387,mfg-history,https://github.com/octanner/mfg-history,master,no,SOC
388,mfg-postgres-service,https://github.com/octanner/mfg-postgres-service,master,no,SOC
389,microbot,https://github.com/octanner/microbot,master,no,SOC
390,MilestoneBirt,https://github.com/octanner/MilestoneBirt,master,no,SOC
391,milestones,https://github.com/octanner/milestones,master,no,SOC
392,milestones-cdn,https://github.com/octanner/milestones-cdn,master,no,SOC
393,mobile-property-based-testing,https://github.com/octanner/mobile-property-based-testing,mobile_test_01,no,SOC
394,msgpack5,https://github.com/octanner/msgpack5,master,no,SOC
395,myteam-api,https://github.com/octanner/myteam-api,main,yes,SOC
396,network-stack-ios,https://github.com/octanner/network-stack-ios,master,no,SOC
397,nginx-s3-proxy,https://github.com/octanner/nginx-s3-proxy,master,no,SOC
398,nginx-to-s3-cache,https://github.com/octanner/nginx-to-s3-cache,master,no,SOC
399,niel-bot,https://github.com/octanner/niel-bot,master,no,SOC
400,NiFI,https://github.com/octanner/NiFI,master,no,SOC
401,nodachi,https://github.com/octanner/nodachi,master,no,SOC
402,note-editor-api,https://github.com/octanner/note-editor-api,master,no,SOC
403,novus-badges-api,https://github.com/octanner/novus-badges-api,master,no,SOC
404,novus-blockchain,https://github.com/octanner/novus-blockchain,main,no,SOC
405,NTPSolrConfigFiles,https://github.com/octanner/NTPSolrConfigFiles,master,no,SOC
406,nudge-engine,https://github.com/octanner/nudge-engine,main,no,SOC
407,oc-downpage,https://github.com/octanner/oc-downpage,master,no,SOC
408,oct-attache,https://github.com/octanner/oct-attache,master,no,SOC
409,oct-auth-ui,https://github.com/octanner/oct-auth-ui,master,no,SOC
410,oct-bank,https://github.com/octanner/oct-bank,master,no,SOC
411,oct-cloudtrail-audit,https://github.com/octanner/oct-cloudtrail-audit,master,no,SOC
412,oct-connect-dialect,https://github.com/octanner/oct-connect-dialect,master,no,SOC
413,oct-core-auth-starter,https://github.com/octanner/oct-core-auth-starter,main,no,SOC
414,oct-dockerfiles,https://github.com/octanner/oct-dockerfiles,master,no,SOC
415,oct-graphql-client-java,https://github.com/octanner/oct-graphql-client-java,master,no,SOC
416,oct-graphql-client-java-path-gen-maven-plugin,https://github.com/octanner/oct-graphql-client-java-path-gen-maven-plugin,master,no,SOC
417,oct-graphql-reference,https://github.com/octanner/oct-graphql-reference,main,no,SOC
418,oct-graphql-schema-check-java-plugin,https://github.com/octanner/oct-graphql-schema-check-java-plugin,master,no,SOC
419,oct-http-client-jar,https://github.com/octanner/oct-http-client-jar,master,no,SOC
420,oct-java-sdk,https://github.com/octanner/oct-java-sdk,main,no,SOC
421,oct-log,https://github.com/octanner/oct-log,master,no,SOC
422,oct-log-client,https://github.com/octanner/oct-log-client,master,no,SOC
423,oct-milestones,https://github.com/octanner/oct-milestones,main,no,SOC
424,oct-sbtcache,https://github.com/octanner/oct-sbtcache,master,no,SOC
425,oct_comm_scheduler_ui,https://github.com/octanner/oct_comm_scheduler_ui,master,no,SOC
426,oct_event_client_library,https://github.com/octanner/oct_event_client_library,master,no,SOC
427,octcfinvalidate,https://github.com/octanner/octcfinvalidate,master,no,SOC
428,OCTKiosk,https://github.com/octanner/OCTKiosk,master,no,SOC
429,oracle-db,https://github.com/octanner/oracle-db,master,no,SOC
430,orch-api,https://github.com/octanner/orch-api,master,no,SOC
431,orchestration_server,https://github.com/octanner/orchestration_server,master,no,SOC
432,orchestration_services_client,https://github.com/octanner/orchestration_services_client,master,no,SOC
433,OrderCoordinator,https://github.com/octanner/OrderCoordinator,dev,no,SOC
434,outlook-addin,https://github.com/octanner/outlook-addin,master,yes,SOC
435,p42-cc-notifications,https://github.com/octanner/p42-cc-notifications,master,no,SOC
436,pa_print_manager,https://github.com/octanner/pa_print_manager,master,yes,SOC
437,paws,https://github.com/octanner/paws,master,yes,SOC
438,pdf-sso,https://github.com/octanner/pdf-sso,master,no,SOC
439,peer-api,https://github.com/octanner/peer-api,master,no,SOC
440,peer-reports,https://github.com/octanner/peer-reports,master,no,SOC
441,perf-auth,https://github.com/octanner/perf-auth,master,no,SOC
442,perf-bank-api,https://github.com/octanner/perf-bank-api,dev,yes,SOC
443,perf-datareplicator-base,https://github.com/octanner/perf-datareplicator-base,master,no,SOC
444,perf-email-publisher,https://github.com/octanner/perf-email-publisher,master,no,SOC
445,perf-events-consumer,https://github.com/octanner/perf-events-consumer,dev,no,SOC
446,perf-give-api,https://github.com/octanner/perf-give-api,dev,yes,SOC
447,perf-greatwork-ui,https://github.com/octanner/perf-greatwork-ui,master,yes,SOC
448,perf-redemption-api,https://github.com/octanner/perf-redemption-api,master,no,SOC
449,perf-report-query-gem,https://github.com/octanner/perf-report-query-gem,master,no,SOC
450,perf-user-account-api,https://github.com/octanner/perf-user-account-api,dev,yes,SOC
451,perf-user-sync,https://github.com/octanner/perf-user-sync,dev,no,SOC
452,perf-usersearch,https://github.com/octanner/perf-usersearch,dev,no,SOC
453,perfapi,https://github.com/octanner/perfapi,dev,yes,SOC
454,perfcommon,https://github.com/octanner/perfcommon,master,no,SOC
455,perfext,https://github.com/octanner/perfext,master,no,SOC
456,perfint,https://github.com/octanner/perfint,master,no,SOC
457,perfork,https://github.com/octanner/perfork,dev,no,SOC
458,performance-documentation,https://github.com/octanner/performance-documentation,master,no,SOC
459,perfservices,https://github.com/octanner/perfservices,master,no,SOC
460,phishfood,https://github.com/octanner/phishfood,master,no,SOC
461,pingfed-dev,https://github.com/octanner/pingfed-dev,main,no,SOC
462,pingfed-idcs,https://github.com/octanner/pingfed-idcs,master,no,SOC
463,pingfed-logout,https://github.com/octanner/pingfed-logout,master,no,SOC
464,pingfed-monitor,https://github.com/octanner/pingfed-monitor,master,no,SOC
465,pingfed-test,https://github.com/octanner/pingfed-test,master,no,SOC
466,platform-api-docs,https://github.com/octanner/platform-api-docs,master,no,SOC
467,platform-api-docs-lib,https://github.com/octanner/platform-api-docs-lib,master,no,SOC
468,platform-auth-api,https://github.com/octanner/platform-auth-api,master,yes,SOC
469,platform-caching-client,https://github.com/octanner/platform-caching-client,master,no,SOC
470,platform-client-logging-lib,https://github.com/octanner/platform-client-logging-lib,master,yes,SOC
471,platform-consent-ui,https://github.com/octanner/platform-consent-ui,dev,no,SOC
472,platform-dataload,https://github.com/octanner/platform-dataload,master,no,SOC
473,platform-eligibility-api,https://github.com/octanner/platform-eligibility-api,master,yes,SOC
474,platform-identity-service,https://github.com/octanner/platform-identity-service,master,no,SOC
475,platform-play-scala-seed,https://github.com/octanner/platform-play-scala-seed,master,no,SOC
476,platform-policy-api,https://github.com/octanner/platform-policy-api,dev,yes,SOC
477,platform-profile-api,https://github.com/octanner/platform-profile-api,master,yes,SOC
478,platform-schema-sync,https://github.com/octanner/platform-schema-sync,master,yes,SOC
479,platform-service-auth-lib,https://github.com/octanner/platform-service-auth-lib,master,no,SOC
480,platform-services-docs,https://github.com/octanner/platform-services-docs,master,no,SOC
481,platform-users,https://github.com/octanner/platform-users,master,yes,SOC
482,play-api-base,https://github.com/octanner/play-api-base,master,no,SOC
483,play-rabbitmq,https://github.com/octanner/play-rabbitmq,master,yes,SOC
484,poll-nuxeo-da,https://github.com/octanner/poll-nuxeo-da,master,no,SOC
485,pppolling,https://github.com/octanner/pppolling,master,no,SOC
486,prestigeui,https://github.com/octanner/prestigeui,main,no,SOC
487,printcomm,https://github.com/octanner/printcomm,master,no,SOC
488,prism-ui,https://github.com/octanner/prism-ui,main,no,SOC
489,prism-ui-legacy,https://github.com/octanner/prism-ui-legacy,main,no,SOC
490,privacy-policy,https://github.com/octanner/privacy-policy,master,no,SOC
491,PushTester,https://github.com/octanner/PushTester,master,no,SOC
492,python_practice,https://github.com/octanner/python_practice,master,no,SOC
493,quality_issue_web_service,https://github.com/octanner/quality_issue_web_service,master,no,SOC
494,quality_issue_web_service_api,https://github.com/octanner/quality_issue_web_service_api,master,no,SOC
495,recognition-api,https://github.com/octanner/recognition-api,master,yes,SOC
496,recognition-guid-generator,https://github.com/octanner/recognition-guid-generator,master,no,SOC
497,recognition-static-content,https://github.com/octanner/recognition-static-content,master,no,SOC
498,recognition-ui,https://github.com/octanner/recognition-ui,master,no,SOC
499,recommended-give-api,https://github.com/octanner/recommended-give-api,master,yes,SOC
500,rekognize-innov,https://github.com/octanner/rekognize-innov,master,no,SOC
501,renovator,https://github.com/octanner/renovator,master,no,SOC
502,ReportGenerator,https://github.com/octanner/ReportGenerator,master,no,SOC
503,rest-io-pojo,https://github.com/octanner/rest-io-pojo,master,no,SOC
504,ring-service,https://github.com/octanner/ring-service,master,no,SOC
505,router-metrics,https://github.com/octanner/router-metrics,master,no,SOC
506,ruby,https://github.com/octanner/ruby,master,no,SOC
507,s3_data_uploader,https://github.com/octanner/s3_data_uploader,master,no,SOC
508,sap-client,https://github.com/octanner/sap-client,master,no,SOC
509,sap_extract_to_parquet,https://github.com/octanner/sap_extract_to_parquet,master,no,SOC
510,sc-shared,https://github.com/octanner/sc-shared,master,no,SOC
511,scala-exercises,https://github.com/octanner/scala-exercises,master,no,SOC
512,scs-oauth2,https://github.com/octanner/scs-oauth2,master,no,SOC
513,scs-qedapi,https://github.com/octanner/scs-qedapi,master,no,SOC
514,scs-query-api,https://github.com/octanner/scs-query-api,master,no,SOC
515,security,https://github.com/octanner/security,master,no,SOC
516,server-profiles,https://github.com/octanner/server-profiles,main,no,SOC
517,shared-client-utils,https://github.com/octanner/shared-client-utils,main,no,SOC
518,sharepoint-addin,https://github.com/octanner/sharepoint-addin,master,no,SOC
519,sharepoint2013-addin,https://github.com/octanner/sharepoint2013-addin,master,no,SOC
520,shinai,https://github.com/octanner/shinai,master,yes,SOC
521,shlink-poc,https://github.com/octanner/shlink-poc,main,no,SOC
522,simple-secrets,https://github.com/octanner/simple-secrets,master,no,SOC
523,simply-admin,https://github.com/octanner/simply-admin,master,no,SOC
524,simply-product-crm,https://github.com/octanner/simply-product-crm,master,no,SOC
525,single-spa-example,https://github.com/octanner/single-spa-example,main,no,SOC
526,sit-test,https://github.com/octanner/sit-test,main,no,SOC
527,skills-api,https://github.com/octanner/skills-api,main,no,SOC
528,skills-finder-api,https://github.com/octanner/skills-finder-api,main,no,SOC
529,skills-finder-consumer,https://github.com/octanner/skills-finder-consumer,main,no,SOC
530,Smarts-DataManager,https://github.com/octanner/Smarts-DataManager,master_dev,no,SOC
531,smartsErrorManager,https://github.com/octanner/smartsErrorManager,master,no,SOC
532,snowflake-api,https://github.com/octanner/snowflake-api,master,no,SOC
533,snowflake_cloner,https://github.com/octanner/snowflake_cloner,master,no,SOC
534,social-api,https://github.com/octanner/social-api,main,no,SOC
535,social-config-ingest,https://github.com/octanner/social-config-ingest,main,no,SOC
536,social-data-example,https://github.com/octanner/social-data-example,master,no,SOC
537,social-data-give,https://github.com/octanner/social-data-give,main,no,SOC
538,social-data-unified-feed,https://github.com/octanner/social-data-unified-feed,master,no,SOC
539,social-es-sink,https://github.com/octanner/social-es-sink,main,no,SOC
540,socs-reporter,https://github.com/octanner/socs-reporter,master,no,SOC
541,soda,https://github.com/octanner/soda,master,yes,SOC
542,soda-data-extraction,https://github.com/octanner/soda-data-extraction,master,yes,SOC
543,solarwinds-k8s,https://github.com/octanner/solarwinds-k8s,main,no,SOC
544,sort-code-poc,https://github.com/octanner/sort-code-poc,main,no,SOC
545,spring-graphql-demo,https://github.com/octanner/spring-graphql-demo,master,no,SOC
546,sqlargh,https://github.com/octanner/sqlargh,master,no,SOC
547,sqlawwh,https://github.com/octanner/sqlawwh,master,no,SOC
548,Streamserve,https://github.com/octanner/Streamserve,master,no,SOC
549,styles-api,https://github.com/octanner/styles-api,master,yes,SOC
550,sync-amp-nuxeo,https://github.com/octanner/sync-amp-nuxeo,master,no,SOC
551,sysdig-agent,https://github.com/octanner/sysdig-agent,main,no,SOC
552,tableau_hyper,https://github.com/octanner/tableau_hyper,master,no,SOC
553,TableauUserMappingService,https://github.com/octanner/TableauUserMappingService,master,no,SOC
554,taishokyu,https://github.com/octanner/taishokyu,master,no,SOC
555,Talend,https://github.com/octanner/Talend,master,no,SOC
556,Talend-CA,https://github.com/octanner/Talend-CA,master,no,SOC
557,Talend-DataExportTool,https://github.com/octanner/Talend-DataExportTool,master,no,SOC
558,Talend-DeltaLegacyYearbook,https://github.com/octanner/Talend-DeltaLegacyYearbook,master,no,SOC
559,Talend-dve,https://github.com/octanner/Talend-dve,master,no,SOC
560,Talend-DVE2,https://github.com/octanner/Talend-DVE2,master,no,SOC
561,Talend-ProfessionalServices,https://github.com/octanner/Talend-ProfessionalServices,master,no,SOC
562,Talend-Recognition,https://github.com/octanner/Talend-Recognition,master,no,SOC
563,Talend-Reports,https://github.com/octanner/Talend-Reports,master,no,SOC
564,Talend-SupplyChainIntegrations,https://github.com/octanner/Talend-SupplyChainIntegrations,master,no,SOC
565,Talend-UpgradeTest,https://github.com/octanner/Talend-UpgradeTest,master,no,SOC
566,Talend-USReports,https://github.com/octanner/Talend-USReports,master,no,SOC
567,Talend-VictoriesBulkNomination,https://github.com/octanner/Talend-VictoriesBulkNomination,master,no,SOC
568,TalendAnonymization,https://github.com/octanner/TalendAnonymization,master,no,SOC
569,TalendRepo,https://github.com/octanner/TalendRepo,master,no,SOC
570,tanner-ui,https://github.com/octanner/tanner-ui,master,no,SOC
571,tanner-ui-icons,https://github.com/octanner/tanner-ui-icons,master,no,SOC
572,tasks-api,https://github.com/octanner/tasks-api,main,no,SOC
573,team-awards,https://github.com/octanner/team-awards,master,yes,SOC
574,team-awards-ui,https://github.com/octanner/team-awards-ui,master,yes,SOC
575,team-awards-web,https://github.com/octanner/team-awards-web,master,no,SOC
576,team_routing,https://github.com/octanner/team_routing,master,no,SOC
577,teamswidget-addin,https://github.com/octanner/teamswidget-addin,master,no,SOC
578,text2pic,https://github.com/octanner/text2pic,master,no,SOC
579,theme-tribute,https://github.com/octanner/theme-tribute,master,no,SOC
580,themes-auto-gen,https://github.com/octanner/themes-auto-gen,master,no,SOC
581,ticketmaster,https://github.com/octanner/ticketmaster,master,no,SOC
582,tooling,https://github.com/octanner/tooling,master,no,SOC
583,traffic-control,https://github.com/octanner/traffic-control,master,no,SOC
584,transformer-example,https://github.com/octanner/transformer-example,master,no,SOC
585,translations-api,https://github.com/octanner/translations-api,master,no,SOC
586,trilogy_data_service,https://github.com/octanner/trilogy_data_service,master,yes,SOC
587,trs-routing,https://github.com/octanner/trs-routing,master,no,SOC
588,ucat-address-validation,https://github.com/octanner/ucat-address-validation,master,no,SOC
589,ucat-bank-router,https://github.com/octanner/ucat-bank-router,master,no,SOC
590,ucat-gateway,https://github.com/octanner/ucat-gateway,master,no,SOC
591,ucat-tracking,https://github.com/octanner/ucat-tracking,master,no,SOC
592,ucat-web-services,https://github.com/octanner/ucat-web-services,main,no,SOC
593,unified-give-widget,https://github.com/octanner/unified-give-widget,master,no,SOC
594,unite-js-widget,https://github.com/octanner/unite-js-widget,master,no,SOC
595,universal-bank-api,https://github.com/octanner/universal-bank-api,master,no,SOC
596,unleash-client-extended,https://github.com/octanner/unleash-client-extended,master,no,SOC
597,unleash-client-scala,https://github.com/octanner/unleash-client-scala,master,no,SOC
598,unleash-feature-list,https://github.com/octanner/unleash-feature-list,master,no,SOC
599,user-branding-api,https://github.com/octanner/user-branding-api,master,no,SOC
600,user-preferences-watcher,https://github.com/octanner/user-preferences-watcher,master,no,SOC
601,user-segments,https://github.com/octanner/user-segments,master,yes,SOC
602,ValidationToVictories,https://github.com/octanner/ValidationToVictories,master,no,SOC
603,vault-reader,https://github.com/octanner/vault-reader,master,no,SOC
604,vibes-cc,https://github.com/octanner/vibes-cc,master,no,SOC
605,vibes-core,https://github.com/octanner/vibes-core,main,no,SOC
606,victories-accounts-api,https://github.com/octanner/victories-accounts-api,master,yes,SOC
607,victories-accounts-ui,https://github.com/octanner/victories-accounts-ui,master,yes,SOC
608,victories-banking-api,https://github.com/octanner/victories-banking-api,master,yes,SOC
609,victories-cc,https://github.com/octanner/victories-cc,master,no,SOC
610,victories-devices-api,https://github.com/octanner/victories-devices-api,master,yes,SOC
611,victories-id-migrate,https://github.com/octanner/victories-id-migrate,master,no,SOC
612,victories-initiatives-api,https://github.com/octanner/victories-initiatives-api,master,yes,SOC
613,victories-mobile-settings,https://github.com/octanner/victories-mobile-settings,master,no,SOC
614,victories-piidata-anonymize-api,https://github.com/octanner/victories-piidata-anonymize-api,master,no,SOC
615,victories-single-header,https://github.com/octanner/victories-single-header,master,no,SOC
616,victories-test-data-cleanup,https://github.com/octanner/victories-test-data-cleanup,master,no,SOC
617,victories-ucat-gateway,https://github.com/octanner/victories-ucat-gateway,master,yes,SOC
618,victories-ui,https://github.com/octanner/victories-ui,master,yes,SOC
619,victories-user-api,https://github.com/octanner/victories-user-api,master,no,SOC
620,victories-user-client,https://github.com/octanner/victories-user-client,master,yes,SOC
621,Victories-Validation-Service,https://github.com/octanner/Victories-Validation-Service,master,no,SOC
622,victories_storybook,https://github.com/octanner/victories_storybook,master,no,SOC
623,vision-address-api,https://github.com/octanner/vision-address-api,dev,yes,SOC
624,vision-address-test,https://github.com/octanner/vision-address-test,master,no,SOC
625,vision-android,https://github.com/octanner/vision-android,kotlinMigration,no,SOC
626,vision-clienttext-api,https://github.com/octanner/vision-clienttext-api,master,no,SOC
627,vision-events-api,https://github.com/octanner/vision-events-api,dev,yes,SOC
628,vision-layouts-api,https://github.com/octanner/vision-layouts-api,dev,yes,SOC
629,vision-programs-api,https://github.com/octanner/vision-programs-api,dev,yes,SOC
630,voice-xp,https://github.com/octanner/voice-xp,master,no,SOC
631,vpactivity-api,https://github.com/octanner/vpactivity-api,master,yes,SOC
632,vpinfo-app,https://github.com/octanner/vpinfo-app,master,no,SOC
633,webgoat-lessons-oct,https://github.com/octanner/webgoat-lessons-oct,master,no,SOC
634,webshare,https://github.com/octanner/webshare,master,no,SOC
635,welbe-consumers,https://github.com/octanner/welbe-consumers,master,no,SOC
636,welbe-domain,https://github.com/octanner/welbe-domain,master,no,SOC
637,welbe-fit,https://github.com/octanner/welbe-fit,master,no,SOC
638,whalesay,https://github.com/octanner/whalesay,main,no,SOC
639,workday-integration,https://github.com/octanner/workday-integration,master,no,SOC
640,workplace-addin,https://github.com/octanner/workplace-addin,master,no,SOC
641,xbatch,https://github.com/octanner/xbatch,master,no,SOC
642,xpression-api,https://github.com/octanner/xpression-api,master,yes,SOC
643,yammer-integration,https://github.com/octanner/yammer-integration,master,yes,SOC
644,yearbook-api,https://github.com/octanner/yearbook-api,master,no,SOC
645,yearbook-assets,https://github.com/octanner/yearbook-assets,master,no,SOC
646,yearbook-builder-ui,https://github.com/octanner/yearbook-builder-ui,master,no,SOC
647,yearbook-cc-ui,https://github.com/octanner/yearbook-cc-ui,master,no,SOC
648,yearbook-comments-ui,https://github.com/octanner/yearbook-comments-ui,master,no,SOC
649,yearbook-configuration-ui,https://github.com/octanner/yearbook-configuration-ui,master,no,SOC
650,yearbook-link-api,https://github.com/octanner/yearbook-link-api,master,no,SOC
651,yearbook-program-settings,https://github.com/octanner/yearbook-program-settings,main,no,SOC
652,yearbook-ui,https://github.com/octanner/yearbook-ui,master,no,SOC
