S no.,name,repo url,default branch,codacy integration,custom properties
364,login,https://github.com/octanner/login,dev,no,SOC
365,logtester,https://github.com/octanner/logtester,master,no,SOC
366,Machine-Learning-Testing-Framework,https://github.com/octanner/Machine-Learning-Testing-Framework,main,no,SOC
367,manager-dashboard,https://github.com/octanner/manager-dashboard,master,no,SOC
368,marketing-cloud-adapter,https://github.com/octanner/marketing-cloud-adapter,main,yes,SOC
369,material-translations-api,https://github.com/octanner/material-translations-api,master,no,SOC
370,mdw-mftadmin-mft,https://github.com/octanner/mdw-mftadmin-mft,master,no,SOC
371,mdw-mftadmin-mft_v1,https://github.com/octanner/mdw-mftadmin-mft_v1,master,no,SOC
372,mdw-pi-scripts,https://github.com/octanner/mdw-pi-scripts,master,no,SOC
373,media-api,https://github.com/octanner/media-api,master,no,SOC
374,media-library,https://github.com/octanner/media-library,main,no,SOC
375,media-versioning-system,https://github.com/octanner/media-versioning-system,main,no,SOC
376,memcachier,https://github.com/octanner/memcachier,master,yes,SOC
377,message-hub,https://github.com/octanner/message-hub,master,yes,SOC
378,message-manager,https://github.com/octanner/message-manager,master,no,SOC
379,messaging-assistant-api,https://github.com/octanner/messaging-assistant-api,main,yes,SOC
380,messaging-assistant-web,https://github.com/octanner/messaging-assistant-web,main,yes,SOC
381,mfg-postgres-service,https://github.com/octanner/mfg-postgres-service,master,no,SOC
382,MilestoneBirt,https://github.com/octanner/MilestoneBirt,master,no,SOC
383,milestones,https://github.com/octanner/milestones,master,no,SOC
384,milestones-cdn,https://github.com/octanner/milestones-cdn,master,no,SOC
385,mobile-property-based-testing,https://github.com/octanner/mobile-property-based-testing,mobile_test_01,no,SOC
386,msgpack5,https://github.com/octanner/msgpack5,master,no,SOC
387,myteam-api,https://github.com/octanner/myteam-api,main,yes,SOC
388,myteam-ui,https://github.com/octanner/myteam-ui,main,yes,SOC
389,network-stack-ios,https://github.com/octanner/network-stack-ios,master,no,SOC
390,nginx-s3-proxy,https://github.com/octanner/nginx-s3-proxy,master,no,SOC
391,nginx-to-s3-cache,https://github.com/octanner/nginx-to-s3-cache,master,no,SOC
392,niel-bot,https://github.com/octanner/niel-bot,master,no,SOC
393,NiFI,https://github.com/octanner/NiFI,master,no,SOC
394,nodachi,https://github.com/octanner/nodachi,master,no,SOC
395,node-depcheck-action,https://github.com/octanner/node-depcheck-action,main,no,SOC
396,novus-badges-api,https://github.com/octanner/novus-badges-api,master,no,SOC
397,novus-blockchain,https://github.com/octanner/novus-blockchain,main,no,SOC
398,novus-initiatives-teams-msg-ext,https://github.com/octanner/novus-initiatives-teams-msg-ext,master,no,SOC
399,novus-user-journey,https://github.com/octanner/novus-user-journey,main,no,SOC
400,NTPSolrConfigFiles,https://github.com/octanner/NTPSolrConfigFiles,master,no,SOC
401,nudge-engine,https://github.com/octanner/nudge-engine,main,no,SOC
402,oc-downpage,https://github.com/octanner/oc-downpage,master,no,SOC
403,oct-attache,https://github.com/octanner/oct-attache,master,no,SOC
404,oct-auth-ui,https://github.com/octanner/oct-auth-ui,master,no,SOC
405,oct-cloudtrail-audit,https://github.com/octanner/oct-cloudtrail-audit,master,no,SOC
406,oct-connect-dialect,https://github.com/octanner/oct-connect-dialect,master,no,SOC
407,oct-core-auth-starter,https://github.com/octanner/oct-core-auth-starter,main,no,SOC
408,oct-graphql-client-java-path-gen-maven-plugin,https://github.com/octanner/oct-graphql-client-java-path-gen-maven-plugin,master,no,SOC
409,oct-graphql-reference,https://github.com/octanner/oct-graphql-reference,main,no,SOC
410,oct-graphql-schema-check-java-plugin,https://github.com/octanner/oct-graphql-schema-check-java-plugin,master,no,SOC
411,oct-http-client-jar,https://github.com/octanner/oct-http-client-jar,master,no,SOC
412,oct-java-sdk,https://github.com/octanner/oct-java-sdk,main,no,SOC
413,oct-log,https://github.com/octanner/oct-log,master,no,SOC
414,oct-log-client,https://github.com/octanner/oct-log-client,master,no,SOC
415,oct-milestones,https://github.com/octanner/oct-milestones,main,no,SOC
416,oct-tiered-cache-lib,https://github.com/octanner/oct-tiered-cache-lib,main,yes,SOC
417,oct_event_client_library,https://github.com/octanner/oct_event_client_library,master,no,SOC
418,octcfinvalidate,https://github.com/octanner/octcfinvalidate,master,no,SOC
419,OCTKiosk,https://github.com/octanner/OCTKiosk,master,no,SOC
420,okta-terraform-auth,https://github.com/octanner/okta-terraform-auth,main,no,SOC
421,oracle-db,https://github.com/octanner/oracle-db,master,no,SOC
422,orch-api,https://github.com/octanner/orch-api,master,no,SOC
423,orchestration_server,https://github.com/octanner/orchestration_server,master,no,SOC
424,orchestration_services_client,https://github.com/octanner/orchestration_services_client,master,no,SOC
425,OrderCoordinator,https://github.com/octanner/OrderCoordinator,dev,no,SOC
426,outlook-addin,https://github.com/octanner/outlook-addin,master,yes,SOC
427,p42-cc-notifications,https://github.com/octanner/p42-cc-notifications,master,no,SOC
428,pa_print_manager,https://github.com/octanner/pa_print_manager,master,yes,SOC
429,paws,https://github.com/octanner/paws,master,yes,SOC
430,pdf-sso,https://github.com/octanner/pdf-sso,master,no,SOC
431,peer-api,https://github.com/octanner/peer-api,master,no,SOC
432,peer-reports,https://github.com/octanner/peer-reports,master,no,SOC
433,perf-auth,https://github.com/octanner/perf-auth,master,no,SOC
434,perf-bank-api,https://github.com/octanner/perf-bank-api,dev,yes,SOC
435,perf-datareplicator-base,https://github.com/octanner/perf-datareplicator-base,master,no,SOC
436,perf-email-publisher,https://github.com/octanner/perf-email-publisher,master,no,SOC
437,perf-give-api,https://github.com/octanner/perf-give-api,dev,yes,SOC
438,perf-greatwork-ui,https://github.com/octanner/perf-greatwork-ui,master,yes,SOC
439,perf-report-query-gem,https://github.com/octanner/perf-report-query-gem,master,no,SOC
440,perf-user-account-api,https://github.com/octanner/perf-user-account-api,dev,yes,SOC
441,perf-user-sync,https://github.com/octanner/perf-user-sync,dev,no,SOC
442,perf-usersearch,https://github.com/octanner/perf-usersearch,dev,no,SOC
443,perfapi,https://github.com/octanner/perfapi,dev,yes,SOC
444,perfcommon,https://github.com/octanner/perfcommon,master,no,SOC
445,perfext,https://github.com/octanner/perfext,master,no,SOC
446,perfint,https://github.com/octanner/perfint,master,no,SOC
447,perfork,https://github.com/octanner/perfork,dev,no,SOC
448,performance-documentation,https://github.com/octanner/performance-documentation,master,no,SOC
449,perfservices,https://github.com/octanner/perfservices,master,no,SOC
450,phishfood,https://github.com/octanner/phishfood,master,no,SOC
451,pingfed-dev,https://github.com/octanner/pingfed-dev,main,no,SOC
452,pingfed-logout,https://github.com/octanner/pingfed-logout,master,no,SOC
453,pingfed-monitor,https://github.com/octanner/pingfed-monitor,master,no,SOC
454,pingfed-test,https://github.com/octanner/pingfed-test,master,no,SOC
455,pipeline-template,https://github.com/octanner/pipeline-template,main,no,SOC
456,platform-api-docs,https://github.com/octanner/platform-api-docs,master,no,SOC
457,platform-api-docs-lib,https://github.com/octanner/platform-api-docs-lib,master,no,SOC
458,platform-caching-client,https://github.com/octanner/platform-caching-client,master,no,SOC
459,platform-client-logging-lib,https://github.com/octanner/platform-client-logging-lib,master,yes,SOC
460,platform-profile-api,https://github.com/octanner/platform-profile-api,master,yes,SOC
461,platform-schema-sync,https://github.com/octanner/platform-schema-sync,master,yes,SOC
462,platform-schema-sync-java,https://github.com/octanner/platform-schema-sync-java,main,no,SOC
463,platform-service-auth-lib,https://github.com/octanner/platform-service-auth-lib,master,no,SOC
464,play-api-base,https://github.com/octanner/play-api-base,master,no,SOC
465,play-rabbitmq,https://github.com/octanner/play-rabbitmq,master,yes,SOC
466,pppolling,https://github.com/octanner/pppolling,master,no,SOC
467,prestigeui,https://github.com/octanner/prestigeui,main,no,SOC
468,printcomm,https://github.com/octanner/printcomm,master,no,SOC
469,prism-ui,https://github.com/octanner/prism-ui,main,no,SOC
470,prism-ui-legacy,https://github.com/octanner/prism-ui-legacy,main,no,SOC
471,privacy-policy,https://github.com/octanner/privacy-policy,master,no,SOC
472,publish-action-poc,https://github.com/octanner/publish-action-poc,main,no,SOC
473,PushTester,https://github.com/octanner/PushTester,master,no,SOC
474,python_practice,https://github.com/octanner/python_practice,master,no,SOC
475,PythonTestingTools,https://github.com/octanner/PythonTestingTools,main,no,SOC
476,recognition-api,https://github.com/octanner/recognition-api,master,yes,SOC
477,recognition-guid-generator,https://github.com/octanner/recognition-guid-generator,master,no,SOC
478,recognition-static-content,https://github.com/octanner/recognition-static-content,master,no,SOC
479,recognition-ui,https://github.com/octanner/recognition-ui,master,no,SOC
480,recommended-give-api,https://github.com/octanner/recommended-give-api,master,yes,SOC
481,renovator,https://github.com/octanner/renovator,master,no,SOC
482,Repos-audit-pipeline,https://github.com/octanner/Repos-audit-pipeline,main,no,SOC
483,rest-io-pojo,https://github.com/octanner/rest-io-pojo,master,no,SOC
484,rfcs,https://github.com/octanner/rfcs,main,no,SOC
485,router-metrics,https://github.com/octanner/router-metrics,master,no,SOC
486,ruby_brown_bag_library_example_app,https://github.com/octanner/ruby_brown_bag_library_example_app,main,no,SOC
487,s3_data_uploader,https://github.com/octanner/s3_data_uploader,master,no,SOC
488,sap-client,https://github.com/octanner/sap-client,master,no,SOC
489,sap_extract_to_parquet,https://github.com/octanner/sap_extract_to_parquet,master,no,SOC
490,sc-shared,https://github.com/octanner/sc-shared,master,no,SOC
491,scala-exercises,https://github.com/octanner/scala-exercises,master,no,SOC
492,scs-infor-api,https://github.com/octanner/scs-infor-api,main,no,SOC
493,scs-pdf,https://github.com/octanner/scs-pdf,main,no,SOC
494,scs-query-api,https://github.com/octanner/scs-query-api,master,no,SOC
495,security,https://github.com/octanner/security,master,no,SOC
496,SerialTest,https://github.com/octanner/SerialTest,master,no,SOC
497,server-profiles,https://github.com/octanner/server-profiles,main,no,SOC
498,service-stub,https://github.com/octanner/service-stub,main,no,SOC
499,shared-client-utils,https://github.com/octanner/shared-client-utils,main,no,SOC
500,shared-feed-ui,https://github.com/octanner/shared-feed-ui,main,no,SOC
501,sharepoint-addin,https://github.com/octanner/sharepoint-addin,master,no,SOC
502,sharepoint2013-addin,https://github.com/octanner/sharepoint2013-addin,master,no,SOC
503,shrink-ray,https://github.com/octanner/shrink-ray,main,no,SOC
504,simple-secrets,https://github.com/octanner/simple-secrets,master,no,SOC
505,simply-admin,https://github.com/octanner/simply-admin,master,no,SOC
506,simply-product-crm,https://github.com/octanner/simply-product-crm,master,no,SOC
507,single-spa-example,https://github.com/octanner/single-spa-example,main,no,SOC
508,skills-api,https://github.com/octanner/skills-api,main,no,SOC
509,skills-finder-api,https://github.com/octanner/skills-finder-api,main,no,SOC
510,skills-finder-consumer,https://github.com/octanner/skills-finder-consumer,main,no,SOC
511,Smarts-DataManager,https://github.com/octanner/Smarts-DataManager,master_dev,no,SOC
512,smartsErrorManager,https://github.com/octanner/smartsErrorManager,master,no,SOC
513,snapshot_financial,https://github.com/octanner/snapshot_financial,main,no,SOC
514,snowflake-api,https://github.com/octanner/snowflake-api,master,no,SOC
515,snowflake_cloner,https://github.com/octanner/snowflake_cloner,master,no,SOC
516,social-api,https://github.com/octanner/social-api,main,no,SOC
517,social-config-ingest,https://github.com/octanner/social-config-ingest,main,no,SOC
518,social-data-give,https://github.com/octanner/social-data-give,main,no,SOC
519,social-es-sink,https://github.com/octanner/social-es-sink,main,no,SOC
520,socs-reporter,https://github.com/octanner/socs-reporter,master,no,SOC
521,soda,https://github.com/octanner/soda,master,yes,SOC
522,soda-data-extraction,https://github.com/octanner/soda-data-extraction,master,yes,SOC
523,solarwinds-k8s,https://github.com/octanner/solarwinds-k8s,main,no,SOC
524,sort-code-poc,https://github.com/octanner/sort-code-poc,main,no,SOC
525,spa-test,https://github.com/octanner/spa-test,main,no,SOC
526,Spatha,https://github.com/octanner/Spatha,main,no,SOC
527,spring-graphql-demo,https://github.com/octanner/spring-graphql-demo,master,no,SOC
528,sqlargh,https://github.com/octanner/sqlargh,master,no,SOC
529,sqlawwh,https://github.com/octanner/sqlawwh,master,no,SOC
530,Streamserve,https://github.com/octanner/Streamserve,master,no,SOC
531,sysdig-agent,https://github.com/octanner/sysdig-agent,main,no,SOC
532,tableau-service,https://github.com/octanner/tableau-service,main,no,SOC
533,tableau_hyper,https://github.com/octanner/tableau_hyper,master,no,SOC
534,TableauUserMappingService,https://github.com/octanner/TableauUserMappingService,master,no,SOC
535,Talend,https://github.com/octanner/Talend,master,no,SOC
536,Talend-AvatarUpload,https://github.com/octanner/Talend-AvatarUpload,master,no,SOC
537,Talend-BrightStores,https://github.com/octanner/Talend-BrightStores,master,no,SOC
538,Talend-CA,https://github.com/octanner/Talend-CA,master,no,SOC
539,Talend-DataExportTool,https://github.com/octanner/Talend-DataExportTool,master,no,SOC
540,Talend-DeltaLegacyYearbook,https://github.com/octanner/Talend-DeltaLegacyYearbook,master,no,SOC
541,Talend-dve,https://github.com/octanner/Talend-dve,master,no,SOC
542,Talend-DVE2,https://github.com/octanner/Talend-DVE2,master,no,SOC
543,Talend-ProfessionalServices,https://github.com/octanner/Talend-ProfessionalServices,master,no,SOC
544,Talend-Recognition,https://github.com/octanner/Talend-Recognition,master,no,SOC
545,Talend-Reports,https://github.com/octanner/Talend-Reports,master,no,SOC
546,Talend-SupplyChainIntegrations,https://github.com/octanner/Talend-SupplyChainIntegrations,master,no,SOC
547,Talend-UpgradeTest,https://github.com/octanner/Talend-UpgradeTest,master,no,SOC
548,Talend-USReports,https://github.com/octanner/Talend-USReports,master,no,SOC
549,Talend-VictoriesBulkNomination,https://github.com/octanner/Talend-VictoriesBulkNomination,master,no,SOC
550,TalendAnonymization,https://github.com/octanner/TalendAnonymization,master,no,SOC
551,TalendRepo,https://github.com/octanner/TalendRepo,master,no,SOC
552,tanner-ui,https://github.com/octanner/tanner-ui,master,no,SOC
553,tanner-ui-icons,https://github.com/octanner/tanner-ui-icons,master,no,SOC
554,tasks-api,https://github.com/octanner/tasks-api,main,no,SOC
555,test,https://github.com/octanner/test,main,no,SOC
556,test-api,https://github.com/octanner/test-api,main,no,SOC
557,test-reporting-dashboard,https://github.com/octanner/test-reporting-dashboard,main,no,SOC
558,test1,https://github.com/octanner/test1,master,no,SOC
559,text2pic,https://github.com/octanner/text2pic,master,no,SOC
560,theme-tribute,https://github.com/octanner/theme-tribute,master,no,SOC
561,themes-auto-gen,https://github.com/octanner/themes-auto-gen,master,no,SOC
562,ticketmaster,https://github.com/octanner/ticketmaster,master,no,SOC
563,tooling,https://github.com/octanner/tooling,master,no,SOC
564,traffic-control,https://github.com/octanner/traffic-control,master,no,SOC
565,translation-architecture,https://github.com/octanner/translation-architecture,main,no,SOC
566,translations-api,https://github.com/octanner/translations-api,master,no,SOC
567,trilogy_data_service,https://github.com/octanner/trilogy_data_service,master,yes,SOC
568,trs-routing,https://github.com/octanner/trs-routing,master,no,SOC
569,TWCA,https://github.com/octanner/TWCA,main,no,SOC
570,ucat-12c-job-svc,https://github.com/octanner/ucat-12c-job-svc,main,yes,SOC
571,ucat-12c-shared-lib,https://github.com/octanner/ucat-12c-shared-lib,main,yes,SOC
572,ucat-12c-svc,https://github.com/octanner/ucat-12c-svc,main,yes,SOC
573,ucat-12c-ui,https://github.com/octanner/ucat-12c-ui,main,yes,SOC
574,ucat-address-validation,https://github.com/octanner/ucat-address-validation,master,no,SOC
575,ucat-bank-router,https://github.com/octanner/ucat-bank-router,master,no,SOC
576,ucat-data-bridge-svc,https://github.com/octanner/ucat-data-bridge-svc,main,no,SOC
577,ucat-gateway,https://github.com/octanner/ucat-gateway,master,no,SOC
578,ucat-tracking,https://github.com/octanner/ucat-tracking,master,no,SOC
579,ucat-twc-bridge-cpi,https://github.com/octanner/ucat-twc-bridge-cpi,master,no,SOC
580,ucat-web-services,https://github.com/octanner/ucat-web-services,main,no,SOC
581,unified-give-widget,https://github.com/octanner/unified-give-widget,master,yes,SOC
582,universal-bank-api,https://github.com/octanner/universal-bank-api,master,no,SOC
583,universal-email,https://github.com/octanner/universal-email,main,yes,SOC
584,unleash-client-extended,https://github.com/octanner/unleash-client-extended,master,no,SOC
585,unleash-client-scala,https://github.com/octanner/unleash-client-scala,master,no,SOC
586,unleash-feature-list,https://github.com/octanner/unleash-feature-list,master,no,SOC
587,user-branding-api,https://github.com/octanner/user-branding-api,master,no,SOC
588,user-recommend,https://github.com/octanner/user-recommend,main,no,SOC
589,user-segments,https://github.com/octanner/user-segments,master,yes,SOC
590,uxr,https://github.com/octanner/uxr,main,no,SOC
591,ValidationToVictories,https://github.com/octanner/ValidationToVictories,master,no,SOC
592,vault-reader,https://github.com/octanner/vault-reader,master,no,SOC
593,victories-accounts-api,https://github.com/octanner/victories-accounts-api,master,yes,SOC
594,victories-accounts-ui,https://github.com/octanner/victories-accounts-ui,master,yes,SOC
595,victories-banking-api,https://github.com/octanner/victories-banking-api,master,yes,SOC
596,victories-devices-api,https://github.com/octanner/victories-devices-api,master,yes,SOC
597,victories-id-migrate,https://github.com/octanner/victories-id-migrate,master,no,SOC
598,victories-initiatives-api,https://github.com/octanner/victories-initiatives-api,master,yes,SOC
599,victories-mobile-settings,https://github.com/octanner/victories-mobile-settings,master,no,SOC
600,victories-single-header,https://github.com/octanner/victories-single-header,master,no,SOC
601,victories-test-data-cleanup,https://github.com/octanner/victories-test-data-cleanup,master,no,SOC
602,victories-user-api,https://github.com/octanner/victories-user-api,master,no,SOC
603,victories-user-client,https://github.com/octanner/victories-user-client,master,yes,SOC
604,vision-address-api,https://github.com/octanner/vision-address-api,dev,yes,SOC
605,vision-android,https://github.com/octanner/vision-android,kotlinMigration,no,SOC
606,vision-clienttext-api,https://github.com/octanner/vision-clienttext-api,master,no,SOC
607,vision-events-api,https://github.com/octanner/vision-events-api,dev,yes,SOC
608,vision-layouts-api,https://github.com/octanner/vision-layouts-api,dev,yes,SOC
609,vision-programs-api,https://github.com/octanner/vision-programs-api,dev,yes,SOC
610,vpactivity-api,https://github.com/octanner/vpactivity-api,master,yes,SOC
611,wall-of-fame-widget,https://github.com/octanner/wall-of-fame-widget,main,no,SOC
612,whalesay,https://github.com/octanner/whalesay,main,no,SOC
613,workday-integration,https://github.com/octanner/workday-integration,master,no,SOC
614,workplace-addin,https://github.com/octanner/workplace-addin,master,no,SOC
615,xbatch,https://github.com/octanner/xbatch,master,no,SOC
616,xpression-api,https://github.com/octanner/xpression-api,master,yes,SOC
617,yammer-integration,https://github.com/octanner/yammer-integration,master,yes,SOC
618,yb-mock-core-award-level-service,https://github.com/octanner/yb-mock-core-award-level-service,master,no,SOC
619,yearbook-api,https://github.com/octanner/yearbook-api,master,no,SOC
620,yearbook-assets,https://github.com/octanner/yearbook-assets,master,no,SOC
621,yearbook-builder-ui,https://github.com/octanner/yearbook-builder-ui,master,no,SOC
622,yearbook-comments-ui,https://github.com/octanner/yearbook-comments-ui,master,no,SOC
623,yearbook-configuration-ui,https://github.com/octanner/yearbook-configuration-ui,master,no,SOC
624,yearbook-link-api,https://github.com/octanner/yearbook-link-api,master,no,SOC
625,yearbook-print-builder-ui,https://github.com/octanner/yearbook-print-builder-ui,main,no,SOC
626,yearbook-program-settings,https://github.com/octanner/yearbook-program-settings,main,no,SOC
627,yumi-12c-dm,https://github.com/octanner/yumi-12c-dm,main,no,SOC
